Store,Area,Zone,Sku,Qty
071,01,102,438747,0001
071,01,102,438747,0001
071,01,102,438747,0001
071,01,102,438747,0001
071,01,102,438747,0001
071,01,102,438747,0001
071,01,102,438747,0001
071,01,102,896258,0001
071,01,102,896258,0001
071,01,102,896258,0001
071,01,102,896258,0001
071,01,103,861492,0001
071,01,103,861492,0001
071,01,103,861492,0001
071,01,103,861492,0001
071,01,103,861492,0001
071,01,103,861492,0001
071,01,103,872655,0001
071,01,103,872655,0001
071,01,103,872655,0001
071,01,103,872655,0001
071,01,103,828400,0001
071,01,103,828400,0001
071,01,103,828400,0001
071,01,103,828400,0001
071,01,103,847723,0001
071,01,103,787069,0001
071,01,103,666768,0001
071,01,103,787069,0001
071,01,103,787069,0001
071,01,103,801282,0001
071,01,103,801282,0001
071,01,103,812636,0001
071,01,103,812636,0001
071,01,103,787275,0001
071,01,104,917674,0001
071,01,104,917666,0001
071,01,104,917690,0001
071,01,104,917690,0001
071,01,104,917690,0001
071,01,104,917690,0001
071,01,104,917690,0001
071,01,104,917690,0001
071,01,104,917674,0001
071,01,104,917674,0001
071,01,104,917666,0001
071,01,104,917690,0001
071,01,104,917690,0001
071,01,104,917690,0001
071,01,104,917690,0001
071,01,104,917674,0001
071,01,104,917674,0001
071,01,104,917674,0001
071,01,104,917682,0001
071,01,104,917682,0001
071,01,104,917682,0001
071,01,104,917682,0001
071,01,104,917666,0001
071,01,104,917666,0001
071,01,104,917674,0001
071,01,104,917674,0001
071,01,104,917674,0001
071,01,104,917666,0001
071,01,104,917666,0001
071,01,104,917666,0001
071,01,104,917682,0001
071,01,104,917682,0001
071,01,104,917682,0001
071,01,104,917682,0001
071,01,104,917682,0001
071,01,104,917682,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,531525,0001
071,01,401,634402,0001
071,01,401,634402,0001
071,01,401,634402,0001
071,01,401,634402,0001
071,01,401,634402,0001
071,01,401,634402,0001
071,01,401,634402,0001
071,01,401,634402,0001
071,01,401,681916,0001
071,01,401,681916,0001
071,01,401,681916,0001
071,01,401,681916,0001
071,01,401,681916,0001
071,01,401,681916,0001
071,01,401,681916,0001
071,01,401,681916,0001
071,01,401,681908,0001
071,01,401,681908,0001
071,01,401,681908,0001
071,01,401,681908,0001
071,01,401,681908,0001
071,01,401,681908,0001
071,01,401,681908,0001
071,01,401,681908,0001
071,01,401,681908,0001
071,01,401,681924,0001
071,01,401,681924,0001
071,01,401,533372,0001
071,01,401,533372,0001
071,01,401,533372,0001
071,01,401,533372,0001
071,01,401,533372,0001
071,01,401,533372,0001
071,01,401,533372,0001
071,01,401,533372,0001
071,01,401,533372,0001
071,01,401,533372,0001
071,01,501,910836,0001
071,01,501,910836,0001
071,01,501,935999,0001
071,01,501,844514,0001
071,01,501,935973,0001
071,01,501,844480,0001
071,01,501,844480,0001
071,01,501,844472,0001
071,01,501,844472,0001
071,01,501,844472,0001
071,01,501,844472,0001
071,01,501,851774,0001
071,01,501,847988,0001
071,01,501,847988,0001
071,01,501,935981,0001
071,01,501,935981,0001
071,01,502,779157,0001
071,01,502,779157,0001
071,01,502,779140,0001
071,01,502,873794,0001
071,01,502,873794,0001
071,01,502,873794,0001
071,01,502,873786,0001
071,01,502,901108,0001
071,01,502,901108,0001
071,01,502,901108,0001
071,01,502,901090,0001
071,01,502,965996,0001
071,01,502,965996,0001
071,01,502,965996,0001
071,01,502,966002,0001
071,01,502,966002,0001
071,01,502,779165,0001
071,01,502,873786,0001
071,01,502,873786,0001
071,01,502,900142,0001
071,01,502,900159,0001
071,01,502,965988,0001
071,01,502,965988,0001
071,01,502,965988,0001
071,01,503,881540,0001
071,01,503,964205,0001
071,01,503,964205,0001
071,01,503,881920,0001
071,01,503,881920,0001
071,01,503,755587,0001
071,01,503,852335,0001
071,01,503,760587,0001
071,01,503,760587,0001
071,01,503,755496,0001
071,01,503,755496,0001
071,01,503,755496,0001
071,01,503,755496,0001
071,01,503,755496,0001
071,01,503,755496,0001
071,02,101,518423,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,518423,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106187,0001
071,02,101,106187,0001
071,02,101,106187,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,646141,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106211,0001
071,02,101,646141,0001
071,02,101,106211,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
071,02,101,106195,0001
